"company_id","free_trial_signup_date","google_analytics_medium"
17677625,"2020-06-29","organic"
17678396,"2020-07-09","organic"
17682370,"2020-08-08","organic"
17692749,"2020-08-28","organic"
17697743,"2020-08-26","organic"
17698147,"2020-09-15","organic"
17707167,"2020-10-18","organic"
17708002,"2020-10-20","organic"
17708008,"2020-10-20","organic"
17734958,"2021-01-13","organic"
17618274,"2019-09-26","organic"
17619624,"2019-09-11","organic"
17623753,"2019-10-26","organic"
17623908,"2019-10-26","organic"
17624270,"2019-10-28","organic"
17625206,"2019-11-02","organic"
17627010,"2019-11-11","organic"
17627142,"2019-11-12","organic"
17628731,"2019-11-22","organic"
17632897,"2019-12-15","organic"
17633313,"2019-12-17","organic"
17636892,"2020-01-09","organic"
17638481,"2020-01-18","organic"
17640141,"2020-01-28","organic"
17644946,"2020-02-25","organic"
17644977,"2020-09-11","organic"
17645715,"2020-02-29","organic"
17646219,"2020-03-02","organic"
17650438,"2020-12-03","organic"
17651203,"2020-03-21","organic"
17652191,"2020-03-26","organic"
17653488,"2020-03-07","organic"
17653544,"2020-03-07","organic"
17653777,"2020-04-03","organic"
17654433,"2020-04-06","organic"
17657041,"2020-04-27","organic"
17658919,"2020-04-07","organic"
17659258,"2020-07-22","organic"
17659419,"2020-05-05","organic"
17660352,"2020-07-13","organic"
17660963,"2020-05-16","organic"
17662033,"2020-05-22","organic"
17662560,"2020-06-26","organic"
17665106,"2020-06-03","organic"
17668415,"2020-06-16","organic"
17668878,"2020-06-20","organic"
17670037,"2020-06-26","organic"
17670278,"2020-06-27","organic"
17671654,"2020-07-03","organic"
17673765,"2020-07-12","organic"
17677663,"2020-07-24","organic"
17679953,"2020-07-31","organic"
17680733,"2020-08-02","organic"
17692684,"2020-08-28","organic"
17696949,"2020-09-02","organic"
17701388,"2020-09-28","organic"
17702172,"2020-09-15","organic"
17702203,"2020-10-01","organic"
17706022,"2020-10-14","organic"
17708615,"2020-10-23","organic"
17709447,"2020-10-25","organic"
17729271,"2020-12-28","organic"
17730088,"2020-12-30","organic"
17730476,"2021-01-01","organic"
17733416,"2021-01-08","organic"
17736533,"2021-01-20","organic"
17737578,"2021-01-25","organic"
17619894,"2019-10-04","organic"
17621368,"2019-10-13","organic"
17622050,"2019-10-17","organic"
17623100,"2019-10-22","organic"
17623145,"2020-08-11","organic"
17624462,"2019-10-29","organic"
17624690,"2019-10-30","organic"
17624871,"2019-10-16","organic"
17625083,"2019-11-01","organic"
17627360,"2019-11-14","organic"
17627649,"2019-11-16","organic"
17628306,"2019-11-19","organic"
17628462,"2019-11-19","organic"
17631902,"2019-12-08","organic"
17634850,"2019-12-27","organic"
17636087,"2020-01-03","organic"
17636925,"2020-01-10","organic"
17639143,"2020-01-26","organic"
17641270,"2020-11-18","organic"
17642297,"2020-02-12","organic"
17642833,"2020-02-15","organic"
17644210,"2020-02-22","organic"
17644415,"2020-02-23","organic"
17645316,"2020-02-27","organic"
17645372,"2020-02-28","organic"
17646131,"2020-03-02","organic"
17647697,"2020-03-10","organic"
17652447,"2020-03-27","organic"
17653648,"2020-04-02","organic"
17656352,"2020-04-18","organic"
17656979,"2020-04-21","organic"
17657589,"2020-04-09","organic"
17658981,"2020-05-03","organic"
17660668,"2020-05-14","organic"
17662598,"2020-05-24","organic"
17664442,"2020-05-31","organic"
17664595,"2020-05-31","organic"
17666984,"2020-06-10","organic"
17667030,"2020-06-10","organic"
17668009,"2020-06-15","organic"
17670217,"2020-06-27","organic"
17670498,"2020-08-07","organic"
17672859,"2020-07-07","organic"
17675344,"2020-07-15","organic"
17677679,"2020-07-24","organic"
17678497,"2020-10-07","organic"
17679291,"2020-07-28","organic"
17681756,"2020-08-07","organic"
17688043,"2020-08-11","organic"
17688492,"2020-08-14","organic"
17691600,"2020-08-24","organic"
17691609,"2020-08-24","organic"
17696077,"2020-09-08","organic"
17696557,"2020-10-23","organic"
17697722,"2020-09-14","organic"
17701523,"2020-10-20","organic"
17708611,"2020-10-23","organic"
17732776,"2021-01-06","organic"
17736050,"2021-01-17","organic"
17620454,"2019-10-07","organic"
17621223,"2019-09-19","organic"
17621920,"2019-10-02","organic"
17622115,"2020-01-27","organic"
17624569,"2019-10-29","organic"
17624596,"2019-12-23","organic"
17625095,"2020-08-03","organic"
17625153,"2020-02-27","organic"
17626538,"2020-05-07","organic"
17627526,"2019-11-15","organic"
17627797,"2020-11-25","organic"
17627830,"2019-11-16","organic"
17628663,"2020-03-24","organic"
17628800,"2019-11-22","organic"
17630380,"2020-02-05","organic"
17632507,"2019-12-13","organic"
17632992,"2019-12-15","organic"
17633287,"2019-12-17","organic"
17634644,"2019-12-25","organic"
17634839,"2019-12-27","organic"
17636022,"2020-01-03","organic"
17637385,"2020-01-11","organic"
17637408,"2020-01-11","organic"
17638019,"2020-01-14","organic"
17639231,"2020-01-27","organic"
17640805,"2020-02-03","organic"
17640880,"2020-02-04","organic"
17644743,"2020-02-24","organic"
17644876,"2020-02-24","organic"
17646116,"2020-03-02","organic"
17646610,"2020-03-05","organic"
17648157,"2020-03-13","organic"
17658920,"2020-05-02","organic"
17659226,"2020-05-04","organic"
17659574,"2020-05-07","organic"
17659664,"2020-05-08","organic"
17659907,"2020-05-09","organic"
17660801,"2020-05-15","organic"
17661301,"2020-04-28","organic"
17661490,"2020-05-18","organic"
17667195,"2020-06-12","organic"
17668633,"2020-06-18","organic"
17675774,"2020-06-26","organic"
17676360,"2020-07-19","organic"
17676843,"2020-07-20","organic"
17677463,"2020-07-23","organic"
17677596,"2020-07-24","organic"
17680297,"2020-08-01","organic"
17681930,"2020-11-11","organic"
17688862,"2020-08-15","organic"
17689346,"2020-08-16","organic"
17699070,"2020-12-03","organic"
17703006,"2020-10-04","organic"
17704254,"2020-10-09","organic"
17704408,"2020-10-09","organic"
17706566,"2020-10-07","organic"
17707179,"2020-10-18","organic"
17732519,"2021-01-05","organic"
17618289,"2020-03-24","organic"
17618788,"2019-09-28","organic"
17619602,"2019-12-16","organic"
17619654,"2019-10-03","organic"
17620884,"2019-12-05","organic"
17621240,"2019-09-19","organic"
17622531,"2019-10-19","organic"
17622742,"2019-10-20","organic"
17624611,"2019-10-29","organic"
17624715,"2019-10-30","organic"
17625084,"2019-10-10","organic"
17627155,"2019-11-12","organic"
17627592,"2019-10-30","organic"
17629457,"2019-11-25","organic"
17629902,"2019-11-28","organic"
17632975,"2019-12-15","organic"
17633411,"2019-12-17","organic"
17633455,"2019-12-18","organic"
17633915,"2019-12-21","organic"
17633986,"2020-07-06","organic"
17636174,"2020-01-04","organic"
17637451,"2020-07-23","organic"
17637732,"2019-12-18","organic"
17641711,"2020-01-28","organic"
17644178,"2020-02-22","organic"
17645612,"2020-09-15","organic"
17647501,"2020-02-19","organic"
17648703,"2020-03-14","organic"
17650896,"2020-05-07","organic"
17652497,"2020-03-27","organic"
17655273,"2020-07-14","organic"
17655907,"2020-04-14","organic"
17656620,"2020-04-20","organic"
17657386,"2020-04-24","organic"
17658036,"2020-04-27","organic"
17658617,"2020-04-06","organic"
17659285,"2020-05-04","organic"
17659816,"2020-05-09","organic"
17660586,"2020-05-13","organic"
17660677,"2020-05-14","organic"
17663868,"2020-05-29","organic"
17670204,"2020-06-27","organic"
17670795,"2020-06-29","organic"
17672235,"2020-07-05","organic"
17673612,"2020-09-23","organic"
17673883,"2020-07-12","organic"
17678400,"2020-07-08","organic"
17678498,"2020-07-26","organic"
17681826,"2020-08-07","organic"
17683167,"2020-08-10","organic"
17688718,"2020-08-15","organic"
17690851,"2020-11-06","organic"
17692657,"2020-10-06","organic"
17695849,"2020-09-07","organic"
17696540,"2020-09-11","organic"
17699453,"2020-09-20","organic"
17702353,"2020-10-02","organic"
17702975,"2020-10-04","organic"
17704736,"2020-11-26","organic"
17705765,"2020-11-25","organic"
17618922,"2019-09-29","organic"
17618981,"2019-09-29","organic"
17619333,"2020-05-12","organic"
17619561,"2019-10-02","organic"
17620180,"2019-10-06","organic"
17620211,"2019-10-06","organic"
17620794,"2019-10-09","organic"
17621363,"2019-10-13","organic"
17623846,"2019-10-26","organic"
17624337,"2019-10-28","organic"
17624692,"2019-10-30","organic"
17624869,"2020-11-05","organic"
17625322,"2019-12-03","organic"
17626510,"2019-11-09","organic"
17626795,"2019-11-11","organic"
17627408,"2019-11-29","organic"
17630412,"2019-11-30","organic"
17630613,"2020-10-21","organic"
17630854,"2020-01-21","organic"
17631752,"2019-12-08","organic"
17632398,"2019-12-11","organic"
17632766,"2019-12-14","organic"
17633092,"2019-12-16","organic"
17633196,"2019-12-16","organic"
17633436,"2019-12-18","organic"
17636217,"2020-07-28","organic"
17637253,"2020-01-10","organic"
17637481,"2020-01-11","organic"
17640033,"2020-01-31","organic"
17641058,"2020-02-05","organic"
17641590,"2020-02-08","organic"
17643285,"2020-02-12","organic"
17645205,"2020-02-26","organic"
17646930,"2020-03-07","organic"
17649556,"2020-07-23","organic"
17651347,"2020-03-08","organic"
17652943,"2020-03-05","organic"
17653107,"2020-03-16","organic"
17659889,"2020-05-09","organic"
17659977,"2020-05-10","organic"
17660655,"2020-05-14","organic"
17660757,"2020-05-15","organic"
17665799,"2020-06-06","organic"
17666481,"2020-06-08","organic"
17667804,"2020-06-14","organic"
17668531,"2020-05-23","organic"
17669930,"2020-06-01","organic"
17670049,"2020-06-26","organic"
17670721,"2020-06-29","organic"
17673298,"2020-09-03","organic"
17676353,"2020-07-19","organic"
17681095,"2020-08-03","organic"
17682223,"2020-07-14","organic"
17682939,"2020-08-10","organic"
17690248,"2020-08-19","organic"
17691598,"2020-08-24","organic"
17692162,"2020-08-25","organic"
17694291,"2020-09-01","organic"
17699402,"2020-09-20","organic"
17700163,"2020-09-22","organic"
17702153,"2020-09-30","organic"
17702305,"2020-10-02","organic"
17702629,"2020-10-03","organic"
17703128,"2020-10-21","organic"
17707991,"2020-10-20","organic"
17708432,"2020-10-22","organic"
17732457,"2021-01-05","organic"
17733668,"2021-01-09","organic"
17736772,"2021-01-22","organic"
17737110,"2021-01-24","organic"
17618860,"2019-09-29","organic"
17619399,"2019-10-01","organic"
17619804,"2019-10-04","organic"
17621537,"2020-05-04","organic"
17621695,"2019-10-14","organic"
17622393,"2019-10-19","organic"
17623433,"2019-10-25","organic"
17624281,"2019-10-28","organic"
17624406,"2019-10-28","organic"
17625260,"2020-10-16","organic"
17625799,"2020-11-13","organic"
17625931,"2019-11-05","organic"
17626779,"2019-11-11","organic"
17627023,"2019-11-11","organic"
17627387,"2019-11-14","organic"
17628508,"2019-11-20","organic"
17629852,"2019-11-28","organic"
17630869,"2019-12-02","organic"
17631069,"2019-12-03","organic"
17631739,"2019-12-08","organic"
17632870,"2019-12-15","organic"
17633258,"2019-11-26","organic"
17633972,"2019-12-21","organic"
17635121,"2019-12-28","organic"
17637225,"2020-02-02","organic"
17644121,"2020-02-22","organic"
17645421,"2020-02-03","organic"
17645556,"2020-09-15","organic"
17646920,"2020-03-07","organic"
17647477,"2020-03-09","organic"
17648972,"2020-02-19","organic"
17655571,"2020-04-13","organic"
17656025,"2020-04-15","organic"
17658521,"2020-07-28","organic"
17658915,"2020-04-07","organic"
17662765,"2020-05-24","organic"
17663513,"2020-05-27","organic"
17664210,"2020-05-30","organic"
17664791,"2020-10-07","organic"
17669623,"2020-09-07","organic"
17670039,"2020-06-26","organic"
17671650,"2020-07-03","organic"
17672240,"2020-07-05","organic"
17677661,"2020-07-24","organic"
17679264,"2020-07-28","organic"
17680248,"2020-07-22","organic"
17681846,"2020-08-07","organic"
17692145,"2020-07-31","organic"
17692188,"2020-08-25","organic"
17692750,"2020-08-28","organic"
17693207,"2020-08-29","organic"
17697786,"2020-09-14","organic"
17698680,"2020-09-18","organic"
17701880,"2020-09-29","organic"
17703459,"2020-10-05","organic"
17703886,"2020-10-06","organic"
17704599,"2020-10-10","organic"
17729794,"2020-12-29","organic"
17732138,"2021-01-04","organic"
17734681,"2021-01-12","organic"
17736535,"2021-01-20","organic"
17736568,"2021-01-20","organic"
17737276,"2021-01-24","organic"
17618268,"2019-09-26","organic"
17618838,"2019-09-04","organic"
17619812,"2019-10-04","organic"
17620792,"2019-09-29","organic"
17621909,"2019-10-15","organic"
17622376,"2019-10-01","organic"
17622528,"2019-10-19","organic"
17624004,"2019-10-27","organic"
17624346,"2019-10-28","organic"
17624686,"2019-10-30","organic"
17625238,"2019-10-22","organic"
17625485,"2019-11-03","organic"
17626162,"2020-07-09","organic"
17626635,"2019-11-10","organic"
17626890,"2019-11-11","organic"
17628154,"2019-11-18","organic"
17628620,"2019-11-21","organic"
17630593,"2019-12-01","organic"
17631060,"2019-12-03","organic"
17631754,"2019-12-08","organic"
17631785,"2020-01-30","organic"
17632481,"2019-11-20","organic"
17635181,"2019-12-28","organic"
17636184,"2020-01-04","organic"
17636215,"2019-12-21","organic"
17637397,"2020-01-11","organic"
17637677,"2020-01-12","organic"
17638475,"2020-01-18","organic"
17639265,"2020-01-27","organic"
17641056,"2020-02-05","organic"
17641361,"2020-02-07","organic"
17641846,"2020-01-19","organic"
17643034,"2020-02-16","organic"
17643896,"2020-02-19","organic"
17644474,"2020-02-23","organic"
17645108,"2020-02-25","organic"
17645160,"2020-02-05","organic"
17645548,"2020-02-13","organic"
17647012,"2020-03-07","organic"
17650979,"2020-02-25","organic"
17651556,"2020-11-25","organic"
17652816,"2020-03-29","organic"
17653341,"2020-03-31","organic"
17654817,"2020-04-09","organic"
17657925,"2020-05-11","organic"
17659856,"2020-05-09","organic"
17660477,"2020-05-12","organic"
17661125,"2020-05-17","organic"
17664142,"2020-05-30","organic"
17666063,"2020-06-07","organic"
17666404,"2020-06-08","organic"
17667213,"2020-06-12","organic"
17668223,"2020-06-15","organic"
17668748,"2020-06-19","organic"
17669563,"2020-10-12","organic"
17671128,"2020-06-30","organic"
17671867,"2020-08-06","organic"
17672275,"2020-07-05","organic"
17674771,"2020-07-13","organic"
17675382,"2020-07-16","organic"
17676781,"2020-09-28","organic"
17678450,"2020-07-26","organic"
17678840,"2020-07-27","organic"
17680722,"2020-09-30","organic"
17681881,"2020-08-27","organic"
17690403,"2020-08-21","organic"
17694344,"2020-09-01","organic"
17695574,"2020-10-19","organic"
17700077,"2020-09-22","organic"
17702151,"2020-09-30","organic"
17704617,"2020-10-10","organic"
17705688,"2020-10-13","organic"
17706130,"2020-10-15","organic"
17733435,"2021-01-09","organic"
17735070,"2021-01-14","organic"
17621324,"2019-10-12","organic"
17622075,"2019-10-17","organic"
17622412,"2019-10-19","organic"
17622751,"2019-10-20","organic"
17622807,"2019-10-21","organic"
17622960,"2020-01-15","organic"
17622987,"2019-10-07","organic"
17623210,"2019-10-23","organic"
17623291,"2019-12-10","organic"
17625131,"2019-10-23","organic"
17626042,"2019-11-07","organic"
17626720,"2019-11-10","organic"
17630578,"2019-12-01","organic"
17630681,"2019-12-02","organic"
17632604,"2019-12-13","organic"
17632725,"2019-12-14","organic"
17633708,"2019-12-20","organic"
17635198,"2019-12-05","organic"
17639554,"2020-01-28","organic"
17639565,"2020-01-28","organic"
17639679,"2020-01-29","organic"
17641461,"2020-02-08","organic"
17643719,"2020-02-19","organic"
17643777,"2020-02-20","organic"
17643796,"2020-05-11","organic"
17643830,"2020-01-29","organic"
17644322,"2020-02-22","organic"
17645532,"2020-02-28","organic"
17647133,"2020-03-08","organic"
17647642,"2020-03-10","organic"
17649716,"2020-03-16","organic"
17652886,"2020-03-29","organic"
17653625,"2020-03-20","organic"
17657568,"2020-04-03","organic"
17658075,"2020-04-27","organic"
17658425,"2020-09-07","organic"
17658597,"2020-05-01","organic"
17658892,"2020-08-11","organic"
17663544,"2020-05-27","organic"
17663724,"2020-10-07","organic"
17665369,"2020-07-21","organic"
17667989,"2020-06-14","organic"
17668440,"2020-06-17","organic"
17669594,"2020-07-28","organic"
17670041,"2020-06-26","organic"
17671625,"2020-07-03","organic"
17671920,"2020-08-26","organic"
17673022,"2020-07-08","organic"
17675752,"2020-08-06","organic"
17676840,"2020-07-20","organic"
17679691,"2020-07-29","organic"
17681866,"2020-08-07","organic"
17682367,"2020-07-14","organic"
17683365,"2020-08-11","organic"
17689111,"2020-08-16","organic"
17691264,"2020-08-23","organic"
17695809,"2020-09-07","organic"
17701491,"2020-09-09","organic"
17701536,"2020-09-28","organic"
17706145,"2020-10-15","organic"
17706151,"2020-10-15","organic"
17706623,"2020-10-17","organic"
17708619,"2020-10-23","organic"
17730314,"2021-01-01","organic"
17733184,"2021-01-08","organic"
17736614,"2021-01-21","organic"
17736961,"2021-01-23","organic"
17619300,"2019-09-30","organic"
17620098,"2019-10-05","organic"
17620953,"2020-11-06","organic"
17622063,"2019-11-19","organic"
17622660,"2019-10-20","organic"
17623611,"2019-10-25","organic"
17624833,"2019-10-07","organic"
17626530,"2019-11-09","organic"
17627836,"2019-10-28","organic"
17629482,"2019-11-25","organic"
17629997,"2019-11-29","organic"
17636967,"2020-01-10","organic"
17637098,"2020-06-15","organic"
17637416,"2020-01-11","organic"
17638370,"2020-01-17","organic"
17639360,"2020-01-27","organic"
17639826,"2020-01-30","organic"
17641174,"2020-02-06","organic"
17641306,"2020-02-07","organic"
17642098,"2020-02-11","organic"
17643400,"2020-02-17","organic"
17643577,"2020-01-29","organic"
17643962,"2020-02-21","organic"
17644238,"2020-02-22","organic"
17644985,"2020-02-25","organic"
17645400,"2020-02-28","organic"
17646956,"2020-03-07","organic"
17646973,"2020-03-07","organic"
17647265,"2020-03-08","organic"
17647923,"2020-03-13","organic"
17673855,"2020-07-12","organic"
17676784,"2020-07-20","organic"
17676793,"2020-07-20","organic"
17680274,"2020-08-01","organic"
17683092,"2020-08-10","organic"
17688755,"2020-08-15","organic"
17689124,"2020-08-16","organic"
17690301,"2020-08-19","organic"
17690454,"2020-08-21","organic"
17691662,"2020-09-19","organic"
17692193,"2020-08-26","organic"
17694866,"2020-11-19","organic"
17695484,"2020-09-06","organic"
17695523,"2020-09-06","organic"
17696220,"2020-09-08","organic"
17696939,"2020-09-12","organic"
17699771,"2020-09-21","organic"
17702393,"2020-09-09","organic"
17733029,"2021-01-07","organic"
17734813,"2021-01-12","organic"
17736947,"2021-01-23","organic"
17623159,"2019-10-22","organic"
17624983,"2020-02-11","organic"
17625744,"2019-11-04","organic"
17626080,"2019-11-07","organic"
17626378,"2019-11-09","organic"
17626561,"2019-11-10","organic"
17629804,"2019-11-27","organic"
17629925,"2020-03-03","organic"
17630821,"2019-11-07","organic"
17630852,"2019-12-02","organic"
17630863,"2019-12-02","organic"
17631105,"2019-12-03","organic"
17631232,"2019-12-05","organic"
17631499,"2019-12-07","organic"
17633447,"2019-12-18","organic"
17633674,"2019-12-20","organic"
17634204,"2019-12-23","organic"
17634462,"2019-12-24","organic"
17634753,"2019-12-26","organic"
17636197,"2020-01-04","organic"
17637793,"2020-01-13","organic"
17638401,"2020-01-17","organic"
17638999,"2019-12-30","organic"
17639233,"2020-01-27","organic"
17641620,"2020-02-08","organic"
17642595,"2020-02-14","organic"
17644118,"2020-02-21","organic"
17644564,"2020-02-09","organic"
17644778,"2020-01-30","organic"
17645529,"2020-02-28","organic"
17645870,"2020-03-01","organic"
17646003,"2020-02-11","organic"
17649271,"2020-03-16","organic"
17654837,"2020-06-05","organic"
17657413,"2020-04-24","organic"
17658567,"2020-05-01","organic"
17658822,"2020-05-02","organic"
17659648,"2020-05-12","organic"
17659833,"2020-05-09","organic"
17665403,"2020-10-01","organic"
17665687,"2020-06-15","organic"
17667291,"2020-06-12","organic"
17669595,"2020-06-23","organic"
17669991,"2020-09-22","organic"
17673273,"2020-07-10","organic"
17675780,"2020-07-18","organic"
17677981,"2020-07-25","organic"
17692708,"2020-08-28","organic"
17692753,"2020-08-28","organic"
17696374,"2020-09-09","organic"
17700596,"2020-09-26","organic"
17702690,"2020-10-03","organic"
17704198,"2020-12-31","organic"
17705742,"2020-10-13","organic"
17708984,"2020-10-24","organic"
17729263,"2020-12-28","organic"
17736117,"2021-01-17","organic"
17737360,"2021-01-24","organic"
17618265,"2019-09-26","organic"
17618664,"2020-02-19","organic"
17618886,"2019-09-29","organic"
17621489,"2019-10-13","organic"
17622107,"2019-10-18","organic"
17622613,"2020-10-27","organic"
17624365,"2019-10-28","organic"
17624577,"2019-10-29","organic"
17625114,"2019-11-02","organic"
17626910,"2019-12-13","organic"
17627001,"2019-11-11","organic"
17627315,"2019-11-13","organic"
17628617,"2019-11-21","organic"
17629405,"2020-01-06","organic"
17629939,"2019-11-29","organic"
17630880,"2019-12-02","organic"
17632811,"2019-12-14","organic"
17633270,"2019-12-17","organic"
17633591,"2019-12-19","organic"
17635424,"2019-12-29","organic"
17635997,"2020-01-03","organic"
17637372,"2020-09-02","organic"
17640030,"2020-01-31","organic"
17641945,"2020-02-10","organic"
17644163,"2020-02-22","organic"
17645331,"2020-02-27","organic"
17646595,"2020-05-29","organic"
17647094,"2020-03-07","organic"
17651528,"2020-03-22","organic"
17652828,"2020-03-29","organic"
17656961,"2020-07-21","organic"
17657292,"2020-04-24","organic"
17657818,"2020-04-26","organic"
17658139,"2020-04-27","organic"
17659428,"2020-05-05","organic"
17660176,"2020-05-11","organic"
17661550,"2020-04-24","organic"
17662349,"2020-05-23","organic"
17664434,"2020-05-31","organic"
17664453,"2020-05-31","organic"
17664723,"2020-06-01","organic"
17665009,"2020-08-24","organic"
17666505,"2020-05-25","organic"
17672809,"2020-07-07","organic"
17674734,"2020-07-13","organic"
17675472,"2020-07-17","organic"
17681884,"2020-08-13","organic"
17688257,"2020-08-06","organic"
17688278,"2020-08-12","organic"
17688851,"2020-08-15","organic"
17689093,"2020-08-16","organic"
17689278,"2020-08-16","organic"
17690402,"2020-08-21","organic"
17690560,"2020-08-21","organic"
17694319,"2020-09-01","organic"
17695239,"2020-09-05","organic"
17698110,"2020-09-15","organic"
17698181,"2020-09-15","organic"
17698586,"2020-11-23","organic"
17700998,"2020-09-27","organic"
17704379,"2020-10-09","organic"
17705367,"2020-10-12","organic"
17708587,"2020-10-23","organic"
17729727,"2020-12-29","organic"
17729856,"2020-12-29","organic"
17633348,"2019-12-17","organic"
17636223,"2020-01-17","organic"
17637015,"2020-01-10","organic"
17638161,"2020-01-15","organic"
17638244,"2020-01-08","organic"
17638975,"2020-04-05","organic"
17640550,"2020-07-02","organic"
17641615,"2020-02-08","organic"
17642195,"2020-02-11","organic"
17643146,"2020-02-16","organic"
17643245,"2020-02-17","organic"
17643661,"2020-02-19","organic"
17644695,"2020-02-24","organic"
17646455,"2020-03-03","organic"
17646644,"2020-03-05","organic"
17647425,"2020-03-09","organic"
17647820,"2020-02-19","organic"
17651668,"2020-03-23","organic"
17652341,"2020-03-27","organic"
17652393,"2020-03-27","organic"
17653408,"2020-03-31","organic"
17654029,"2020-04-04","organic"
17658418,"2020-04-29","organic"
17658811,"2020-05-02","organic"
17659350,"2020-08-19","organic"
17659879,"2020-05-09","organic"
17661765,"2020-07-20","organic"
17662250,"2020-05-23","organic"
17662870,"2020-05-25","organic"
17663005,"2020-05-25","organic"
17667015,"2020-06-10","organic"
17668735,"2020-06-19","organic"
17669092,"2020-06-16","organic"
17671113,"2020-06-30","organic"
17671605,"2020-07-03","organic"
17671999,"2020-07-04","organic"
17673313,"2020-07-10","organic"
17679879,"2020-07-31","organic"
17681692,"2020-08-06","organic"
17682744,"2020-08-09","organic"
17689611,"2020-08-17","organic"
17690549,"2020-08-21","organic"
17691688,"2020-08-24","organic"
17692613,"2020-11-18","organic"
17694726,"2020-09-04","organic"
17695223,"2020-12-01","organic"
17699450,"2020-09-20","organic"
17702986,"2020-09-09","organic"
17703007,"2020-10-04","organic"
17704302,"2020-10-09","organic"
17705456,"2020-10-12","organic"
17707178,"2020-10-18","organic"
17708007,"2020-10-20","organic"
17708594,"2020-10-23","organic"
17709263,"2020-10-25","organic"
17721296,"2020-12-04","organic"
17726487,"2020-12-21","organic"
17731855,"2021-01-04","organic"
17733685,"2021-01-09","organic"
17733994,"2021-01-10","organic"
17619449,"2020-07-31","organic"
17619553,"2019-10-02","organic"
17619843,"2019-10-04","organic"
17621611,"2020-06-23","organic"
17621687,"2019-10-14","organic"
17623796,"2019-10-26","organic"
17624445,"2019-10-09","organic"
17625545,"2019-11-03","organic"
17625635,"2019-11-04","organic"
17626256,"2019-11-08","organic"
17627714,"2019-11-16","organic"
17629905,"2019-11-28","organic"
17632163,"2019-12-10","organic"
17634479,"2020-03-28","organic"
17635404,"2019-12-29","organic"
17638448,"2020-01-18","organic"
17644104,"2020-02-21","organic"
17645948,"2020-03-01","organic"
17646258,"2020-03-02","organic"
17646757,"2020-03-04","organic"
17647095,"2020-03-07","organic"
17647251,"2020-03-08","organic"
17651064,"2020-03-20","organic"
17652983,"2020-04-12","organic"
17653206,"2020-03-30","organic"
17654052,"2020-04-04","organic"
17654291,"2020-04-05","organic"
17654627,"2020-04-07","organic"
17656460,"2020-08-03","organic"
17656691,"2020-07-01","organic"
17657185,"2020-04-23","organic"
17661738,"2020-06-04","organic"
17661788,"2020-05-20","organic"
17662136,"2020-05-22","organic"
17664129,"2020-05-30","organic"
17664591,"2020-05-31","organic"
17667525,"2020-06-13","organic"
17668858,"2020-08-05","organic"
17668903,"2020-06-20","organic"
17670288,"2020-06-27","organic"
17670297,"2020-06-27","organic"
17670319,"2020-06-27","organic"
17670577,"2020-06-28","organic"
17670868,"2020-06-29","organic"
17671544,"2020-07-03","organic"
17673065,"2020-07-08","organic"
17676713,"2020-07-20","organic"
17677576,"2020-11-27","organic"
17677683,"2020-07-24","organic"
17691302,"2020-08-23","organic"
17700999,"2020-09-27","organic"
17703377,"2020-11-02","organic"
17706078,"2020-10-14","organic"
17706996,"2020-10-18","organic"
17706997,"2020-10-18","organic"
17707486,"2020-10-19","organic"
17708413,"2020-10-16","organic"
17708515,"2020-10-23","organic"
17731304,"2021-01-03","organic"
17736493,"2021-01-19","organic"
17618403,"2019-12-17","organic"
17618717,"2019-09-28","organic"
17619297,"2019-10-17","organic"
17621041,"2019-10-11","organic"
17622360,"2019-09-24","organic"
17623327,"2019-10-24","organic"
17623990,"2020-03-03","organic"
17624774,"2019-10-31","organic"
17625031,"2019-11-01","organic"
17626304,"2019-12-29","organic"
17626773,"2019-11-12","organic"
17627923,"2020-06-22","organic"
17629297,"2019-11-24","organic"
17629483,"2019-11-25","organic"
17631119,"2020-05-14","organic"
17631240,"2019-12-05","organic"
17633119,"2019-12-16","organic"
17638680,"2020-01-21","organic"
17639707,"2020-01-29","organic"
17641784,"2020-02-09","organic"
17642594,"2020-02-14","organic"
17644281,"2020-02-22","organic"
17645790,"2020-02-29","organic"
17645882,"2020-03-01","organic"
17652613,"2020-03-28","organic"
17653189,"2020-03-30","organic"
17653616,"2020-04-02","organic"
17655372,"2020-04-11","organic"
17657337,"2020-04-24","organic"
17658519,"2020-04-30","organic"
17659719,"2020-05-08","organic"
17665235,"2020-06-04","organic"
17665342,"2020-06-05","organic"
17666171,"2020-06-07","organic"
17666746,"2020-06-09","organic"
17668344,"2020-07-02","organic"
17669311,"2020-06-22","organic"
17678389,"2020-07-26","organic"
17679793,"2020-07-31","organic"
17679814,"2020-07-31","organic"
17689577,"2020-08-17","organic"
17693859,"2020-08-31","organic"
17698603,"2020-09-18","organic"
17699803,"2020-09-21","organic"
17700413,"2020-09-23","organic"
17701513,"2020-09-28","organic"
17705349,"2020-12-31","organic"
17706602,"2020-10-17","organic"
17734144,"2021-01-10","organic"
17737028,"2021-01-23","organic"
17620169,"2019-10-06","organic"
17620640,"2019-10-08","organic"
17621515,"2019-10-13","organic"
17621583,"2020-01-06","organic"
17621895,"2019-10-15","organic"
17621971,"2019-10-16","organic"
17623915,"2019-10-27","organic"
17625876,"2019-11-05","organic"
17629224,"2019-11-24","organic"
17630372,"2019-11-30","organic"
